source,target,peso
19617,26895,1
19617,22281,1
1480,34212,1
2892,34212,1
1480,9665,1
2892,9665,1
1480,2892,1
1480,29181,1
2892,29181,1
8783,22851,1
28406,36549,1
1241,28406,1
1241,36549,1
24959,36549,1
1241,24959,1
2008,7147,2
7147,12564,1
7147,10250,2
2008,12564,1
2008,10250,3
10250,12564,1
24026,25167,1
25167,31607,7
24026,31607,2
5928,17679,1
17679,29899,1
5928,36245,1
29899,36245,1
5928,29899,1
5928,30563,1
29899,30563,1
10273,25890,1
25890,31613,1
6216,25890,1
14957,25890,1
10273,31613,1
6216,10273,1
10273,14957,1
6216,31613,1
14957,31613,1
6216,14957,1
13159,24305,1
9296,24305,1
24305,33301,1
9610,24305,1
9296,13159,1
13159,33301,1
9296,33301,1
9296,9610,1
9610,33301,1
13962,14402,1
13962,18793,1
14402,18793,1
5791,5835,1
3564,5835,1
5791,32128,1
3564,32128,2
3564,5791,1
5791,28381,1
3564,28381,2
3831,14808,1
3831,20856,1
154,3831,1
3831,35010,1
14808,20856,1
154,14808,1
14808,35010,1
154,20856,1
20856,35010,1
154,35010,1
15553,25407,1
15553,27758,1
15553,18118,1
26367,27758,1
18118,26367,1
25407,27758,1
18118,25407,1
18118,27758,1
21035,34685,1
18811,23424,3
15810,16921,1
16921,24554,1
16921,36063,1
15810,24554,1
15810,36063,1
24554,36063,1
3829,9392,1
9392,16811,1
9392,15515,1
9392,19795,1
13312,21048,1
15361,21048,1
5655,21048,1
21048,30272,1
13312,15361,1
5655,13312,1
13312,30272,1
5655,15361,1
15361,30272,1
6556,26081,1
6556,24661,1
6556,24178,2
24661,26081,1
24178,26081,1
24178,24661,1
11615,23315,1
23315,33934,1
12610,23315,1
11615,33934,1
11615,12610,1
1102,25874,1
6490,24849,1
20258,24849,1
6490,20258,1
22987,35830,1
1755,17113,1
1794,17113,1
1755,1794,1
1866,6442,1
6442,36022,1
6442,32517,1
6442,21725,1
1866,36022,1
1866,32517,1
1866,21725,1
32517,36022,1
21725,36022,1
21725,32517,1
2582,12740,1
12740,33565,1
12740,16537,1
101,2582,1
2582,33565,1
2582,16537,1
101,33565,1
101,16537,1
4438,15464,1
15464,31944,1
15464,27880,1
15464,33598,1
4438,31944,1
4438,27880,1
4438,33598,1
27880,31944,1
31944,33598,1
27880,33598,1
18850,28215,1
11606,28215,1
28215,36284,1
17313,28215,1
11606,18850,1
18850,36284,1
17313,18850,1
11606,36284,1
11606,17313,1
17313,36284,1
1823,30598,1
12979,30598,1
1823,2655,1
2655,12979,1
1823,15553,1
12979,15553,1
1823,12979,1
4004,8985,1
4004,34534,1
8985,34534,1
5171,17223,1
5171,12076,1
5171,7436,1
5171,24661,1
12076,17223,1
7436,17223,1
7436,12076,1
12076,24661,1
7436,24661,1
6531,17533,1
5805,7972,1
10077,17933,2
5564,28378,1
10812,28378,1
5564,10812,1
25814,29635,1
29635,36420,1
28803,29635,1
25814,36420,1
25814,28803,1
28803,36420,1
375,5394,1
1988,21878,2
19073,24730,1
19073,21878,2
21878,24730,1
20176,21878,2
7333,25059,1
7333,35642,1
11898,35642,1
7333,11898,1
7333,28939,1
18972,22131,1
487,22131,1
22131,29565,1
22131,23354,1
487,18972,1
18972,29565,1
18972,23354,1
487,29565,1
487,23354,1
23354,29565,1
6023,6105,1
6105,35851,1
6105,26373,1
6105,13498,1
6023,35851,1
6023,26373,1
6023,13498,1
26373,35851,1
13498,35851,1
13498,26373,1
22909,24163,1
22909,29807,1
10749,16519,1
16178,16519,1
6783,10749,1
10749,16178,1
10749,31446,1
6783,31446,1
16178,31446,1
5764,27812,1
30420,33726,1
14390,33762,1
14390,19237,1
12628,33762,1
12628,19237,1
32234,33762,1
19237,32234,1
19237,33762,1
7427,22851,1
11662,22851,1
22851,29253,1
5476,22851,1
7427,11662,1
7427,29253,1
5476,7427,1
11662,29253,1
5476,11662,1
5476,29253,1
17100,18947,1
18947,25059,1
5854,33733,1
22696,33733,1
10094,33733,1
62,33733,1
5854,22696,1
5854,10094,1
62,5854,1
10094,22696,1
62,22696,1
62,10094,1
13962,30053,1
17173,36382,1
14353,30083,1
30083,36358,1
14353,30784,1
14353,36358,1
3530,14353,1
3530,36358,5
7158,22283,1
7158,19887,1
19887,22283,1
14413,25547,1
25547,32677,1
25547,34298,1
24661,27321,1
24661,34157,1
27321,34157,1
14174,34157,1
24661,28492,1
1159,9315,1
9315,30357,1
7467,9315,1
1159,7467,1
7467,30357,1
13223,18771,1
18771,28304,1
13223,28304,1
27735,28304,1
13682,16878,1
13682,24849,1
653,26870,1
653,14834,1
653,4554,1
653,31525,1
14834,26870,1
4554,14834,1
14834,31525,2
8402,22675,1
8402,17766,1
11001,19170,1
3532,26076,1
3940,26076,1
13167,26076,1
3532,3940,1
3532,13167,1
3940,13167,1
505,33867,1
29283,33867,1
12452,33867,1
30076,33867,1
505,29283,1
505,12452,3
505,30076,2
12452,29283,1
29283,30076,1
19106,31291,1
19068,19106,1
19068,31291,4
2096,31890,1
505,31890,1
14668,31890,1
12452,31890,1
505,2096,1
505,14668,1
11508,25470,1
12711,33460,1
13259,33460,1
4079,33460,3
33460,34695,1
12711,13259,1
4079,12711,2
12711,34695,1
13259,34695,1
4079,34695,1
786,836,1
786,11467,1
5457,12432,1
5138,12432,1
12432,34111,1
12432,28173,1
5457,34111,1
5138,34111,1
28173,34111,1
16364,35702,1
16364,31754,1
774,16364,1
24306,35702,1
24306,31754,1
774,24306,1
774,35702,4
836,14925,1
11467,14925,1
11148,33442,1
22431,33442,1
782,33442,1
10479,33442,1
11148,22431,1
782,11148,1
10479,11148,1
782,22431,1
10479,22431,1
782,10479,1
4266,19113,1
5224,19113,1
17761,19113,1
4266,5224,1
4266,17761,1
5224,17761,1
27053,31630,1
14464,31630,1
15528,31630,1
15991,31630,1
14464,27053,1
15528,27053,1
15991,27053,1
14464,15528,1
14464,15991,1
15528,15991,1
440,16540,1
3622,16540,1
16540,33575,1
440,3622,2
440,33575,3
3622,33575,5
17677,27899,5
862,17677,7
9781,17677,7
14950,17677,1
862,27899,5
9781,27899,5
14950,27899,1
862,14950,1
9781,14950,1
8220,10434,1
5290,10434,1
6855,10434,1
10434,13521,1
5290,8220,1
6855,8220,1
8220,13521,1
5290,6855,1
5290,13521,1
6855,13521,1
21778,36538,1
33414,36538,2
12362,36538,1
3175,36538,1
21778,33414,1
12362,33414,1
3175,33414,1
4326,20182,2
20182,28205,1
1026,20182,1
17220,20182,1
4326,28205,1
1026,4326,1
4326,17220,1
1026,28205,1
17220,28205,1
1026,17220,1
5246,8885,1
5246,28236,1
5246,30082,1
5246,26136,1
8885,28236,1
8885,30082,1
8885,26136,2
28236,30082,1
26136,28236,1
26136,30082,1
2590,27585,1
27585,29220,1
9094,29879,1
9094,9295,1
9295,29879,1
8989,29879,1
16061,18496,1
18496,26154,2
18496,35616,1
16061,26154,1
16061,25678,1
26154,35616,1
25678,35616,1
26154,34991,1
8975,9295,1
9295,26697,1
17025,22536,1
55,17025,1
17025,31495,1
17025,19914,1
55,22536,1
22536,31495,1
19914,22536,1
55,31495,1
55,19914,1
19914,31495,1
36332,36528,1
19359,36332,1
14074,36332,1
25017,36332,1
5524,25986,1
5524,25014,1
25014,25986,1
19028,26381,1
26381,34832,1
15648,26381,1
19028,34832,1
15648,19028,1
15648,34832,1
10232,36240,1
10232,21516,3
2429,10232,3
836,34116,1
17147,36505,2
19361,36505,1
30467,36505,1
17761,36505,2
17147,19361,1
17147,30467,1
17147,17761,2
19361,30467,1
17761,19361,1
17761,30467,1
4201,13358,3
4201,6272,3
4201,6728,1
4201,11507,3
6272,13358,3
6728,13358,1
11507,13358,3
6272,6728,1
6272,11507,3
6728,11507,1
16677,32924,1
20763,32924,1
14742,16677,1
16677,18872,1
16677,20763,1
14742,18872,1
14742,20763,1
18872,20763,1
24854,25133,1
25133,33406,1
15755,25133,2
2418,25133,1
24854,33406,1
15755,24854,1
2418,24854,1
19649,36577,2
25770,36577,2
6209,36577,2
2460,36577,2
19649,25770,2
6209,19649,2
2460,19649,3
6209,25770,2
2460,25770,2
2460,6209,2
3421,12885,2
3421,21554,1
2697,3421,1
12885,21554,1
2697,12885,1
12885,28617,3
2697,21554,1
21554,28617,1
2697,28617,1
14328,33414,1
25727,33414,1
32351,33414,2
14328,32351,1
14328,18801,1
25727,32351,1
18801,25727,1
18801,32351,1
15590,20981,1
7209,21359,4
15491,21359,1
1962,21359,1
21359,23611,1
7209,15491,1
1962,7209,1
7209,23611,1
1962,15491,1
15491,23611,1
1962,23611,1
9103,34054,1
19573,34054,1
5046,34054,1
18650,34054,1
9103,19573,1
5046,9103,1
9103,18650,1
5046,19573,1
18650,19573,1
5046,18650,1
10232,22486,1
10232,34435,1
22486,34435,1
2429,22486,1
21516,22486,1
2429,34435,1
21516,34435,1
836,30591,1
19010,19649,1
13063,19649,2
16183,19649,1
14777,19649,1
13063,19010,1
16183,19010,1
14777,19010,1
13063,16183,1
13063,14777,1
14777,16183,1
26154,32107,2
19290,32107,1
9571,32107,2
25678,32107,2
7209,8885,1
2774,7209,1
7209,28547,2
2774,8885,1
8885,28547,1
8885,21359,1
2774,28547,1
2774,21359,1
21359,28547,3
11331,23701,1
11331,21276,1
2873,11331,1
1619,11331,1
21276,23701,1
2873,23701,1
1619,23701,1
2873,21276,1
1619,21276,1
1619,2873,1
7209,35663,1
11567,35663,1
28547,35663,2
21359,35663,2
7209,11567,1
11567,28547,1
11567,21359,1
21312,29397,2
15411,29397,1
21312,25087,2
15411,25087,1
14042,21962,2
8172,11467,1
8172,13125,1
836,8172,1
7405,21927,1
21927,31958,1
17156,21927,1
1728,21927,1
7405,31958,1
7405,17156,1
1728,7405,1
17156,31958,1
1728,31958,1
1728,17156,1
3609,21962,1
16100,21962,1
17156,21962,1
3609,14042,1
14042,16100,1
14042,17156,1
3609,16100,1
3609,17156,1
16100,17156,1
19649,20163,1
6210,19649,1
13063,20163,1
6210,13063,1
2460,13063,1
6210,20163,1
2460,20163,1
2460,6210,1
15255,36528,1
1193,36528,3
14074,15255,1
1193,14074,2
15255,19359,1
1193,15255,1
1193,19359,3
2920,10279,3
2920,21312,3
2920,33082,1
2920,15411,2
9197,23900,1
16904,23900,2
23900,28960,2
862,23900,2
9197,16904,1
9197,28960,1
862,9197,1
16904,28960,2
862,16904,2
25198,36353,2
19378,25198,1
14493,25198,4
13811,25198,4
19378,36353,1
14493,36353,2
13811,36353,2
14493,19378,2
13811,14493,6
2396,8612,1
21759,26136,2
11414,28547,1
25141,28547,1
11414,35663,1
25141,35663,1
11414,25141,1
11414,21359,1
21359,25141,1
3237,26083,1
3237,23985,1
3237,22654,1
23985,26083,1
22654,26083,1
22654,23985,1
22026,28343,1
2515,22026,1
13426,22026,1
2515,28343,1
13426,28343,1
2515,13426,1
2576,16256,2
16256,29041,2
14213,16256,1
15220,16256,2
2576,29041,2
2576,14213,1
2576,15220,2
14213,29041,1
15220,29041,2
14213,15220,1
4907,33430,1
18861,33430,1
19173,33430,1
11573,33430,1
4907,18861,1
4907,19173,1
4907,11573,1
18861,19173,1
11573,18861,1
11573,19173,1
13632,32785,1
31313,32785,1
25678,32785,1
9571,32785,1
13632,31313,1
13632,25678,1
9571,13632,1
4757,17289,5
17289,20294,3
2576,17289,5
4757,20294,4
2576,4757,6
2419,16581,1
2419,24497,1
2419,8589,1
2419,25154,1
16581,24497,1
8589,16581,1
16581,25154,1
8589,24497,1
24497,25154,1
8589,25154,1
30800,31309,1
12123,31309,3
10973,21205,1
20679,21205,1
14071,21205,1
10973,20679,1
10973,26431,1
10973,14071,1
20679,26431,1
14071,20679,1
14071,26431,1
13660,20075,1
5211,23974,1
5211,30890,1
5211,15728,1
2075,5211,1
23974,30890,1
15728,23974,1
2075,23974,1
15728,30890,1
2075,30890,1
2075,15728,1
836,3376,1
3376,11467,1
10497,30571,1
10497,29220,1
10497,15936,1
29220,30571,1
15936,30571,1
15936,29220,1
8523,10279,1
8523,21312,1
8523,33082,1
8523,15411,2
227,35466,1
8313,35466,1
227,8313,1
22922,28444,1
19798,28444,1
19798,22922,1
9356,24632,1
21542,24632,1
2429,24539,1
10232,24539,1
19149,24539,1
21516,24539,2
2429,19149,1
10232,19149,1
19149,21516,1
1666,18552,1
18552,25368,1
18552,30493,1
2926,18552,1
1666,25368,1
1666,30493,1
26154,31313,3
11039,22928,3
21244,22101,1
21244,22287,1
1307,21244,2
18284,21244,2
22101,22287,1
1307,22101,1
18284,22101,1
1307,22287,1
18284,22287,1
1231,19476,1
19476,32198,1
19476,36574,1
5988,19476,1
1231,32198,1
1231,36574,1
1231,5988,1
32198,36574,1
5988,32198,1
5988,36574,1
4663,18703,1
12269,18703,1
6042,18703,1
3165,18703,1
4663,12269,1
4663,6042,1
3165,4663,1
6042,12269,1
3165,12269,1
24779,36304,1
3828,24779,1
3828,36304,11
6430,32093,1
1193,6430,1
5508,6430,1
6430,16552,1
1193,32093,1
5508,32093,1
16552,32093,1
1193,5508,1
1193,16552,1
5508,16552,1
30810,31309,2
23885,31309,1
23885,30810,1
12123,30810,2
15036,32680,1
13389,30234,2
28388,30234,2
6744,30234,1
5797,30234,2
13389,28388,2
6744,13389,1
5797,13389,2
6744,28388,1
5797,28388,4
5797,6744,1
13118,24279,1
13118,23715,1
23715,24279,1
31750,35057,1
1552,31750,1
5737,31750,1
1552,35057,1
5737,35057,1
1552,5737,1
8937,11039,1
13389,31932,1
30234,31932,1
28388,31932,1
5797,31932,2
31309,32351,1
8730,31309,1
16000,31309,1
3390,13971,1
3390,22397,1
3390,15834,1
3390,18757,1
13971,22397,1
13971,15834,1
13971,18757,1
15834,22397,1
18757,22397,1
15834,18757,1
28173,30810,1
28173,31309,1
15859,32411,5
10308,21685,1
30689,34622,1
19636,33857,1
2173,19636,3
7755,19636,10
2173,33857,3
7755,33857,5
2173,7755,5
11042,26730,1
19704,26730,1
26730,31261,1
11042,19704,1
11042,31261,1
19704,31261,1
18256,29468,1
29372,30925,1
29220,30925,1
13060,33537,1
13060,31336,2
13060,15859,2
31336,33537,1
15859,33537,1
15859,31336,1
5362,24026,1
5362,32081,1
24026,32081,1
28532,30075,1
14450,28532,1
14450,30075,1
5978,24769,2
5978,19386,1
5978,34161,1
5978,6629,3
19386,24769,1
24769,34161,1
6629,24769,2
19386,34161,1
6629,19386,1
6629,34161,1
15478,31194,1
9273,31194,1
9273,15478,1
13118,19663,1
18381,32289,1
18381,20766,1
9312,18381,1
14268,32289,1
20766,32289,1
9312,32289,1
14268,20766,1
9312,14268,1
9312,20766,1
5362,25157,1
9541,24187,1
9541,11452,1
9541,24182,1
11452,24187,1
24182,24187,1
11452,24182,1
25732,29220,1
24644,25732,1
1237,25732,1
24644,29220,1
1237,29220,1
1237,24644,1
23966,29090,1
19498,29090,1
19498,23966,2
6860,17838,1
4783,12184,1
21962,24702,2
12123,21403,2
146,21403,1
146,32351,1
146,12123,1
9693,28288,1
9693,10684,1
10684,28288,1
32351,33023,1
7241,12123,1
12123,33023,1
7241,33023,1
7241,21403,1
21403,33023,1
28064,32374,1
22897,28064,1
22897,32374,2
22897,25980,1
25980,32374,1
34733,35290,1
20936,35290,1
14369,35290,1
7207,35290,1
20936,34733,1
14369,34733,1
7207,34733,1
14369,20936,1
7207,20936,1
15531,28786,1
28786,32548,1
28786,36519,1
2618,28786,1
15531,32548,1
15531,36519,1
2618,15531,1
32548,36519,1
2618,32548,1
2618,36519,1
9365,14330,1
9365,13127,1
9365,22081,1
9365,33249,1
13127,14330,4
14330,22081,2
14330,33249,2
13127,22081,1
13127,33249,1
22081,33249,2
34244,34742,1
21465,34742,1
21465,34244,2
19370,28934,2
18872,22960,1
8551,22960,1
22960,33007,1
9362,22960,1
8551,18872,1
18872,33007,1
9362,18872,1
8551,33007,1
14330,20686,1
10613,14330,1
14330,36119,1
10613,20686,1
20686,36119,1
13127,20686,1
10613,36119,1
10613,13127,1
13127,36119,1
32598,35846,1
15315,32598,1
4520,32598,1
15315,35846,1
8151,35846,1
4520,35846,1
8151,15315,1
4520,15315,1
4520,8151,1
4659,26260,1
3343,4659,1
4659,29438,1
4659,23200,1
3343,26260,3
26260,29438,1
23200,26260,4
3343,29438,2
3343,23200,3
23200,29438,1
8649,15513,2
9832,15513,1
15513,18605,1
983,15513,3
8649,9832,1
8649,18605,1
983,8649,2
9832,18605,2
983,9832,4
983,18605,2
4982,30117,1
4982,14799,1
4982,36458,1
4982,21134,1
14799,30117,1
21134,30117,1
14799,36458,1
14799,21134,1
21134,36458,1
21408,21763,1
10182,21408,1
19631,21408,1
21408,25071,1
10182,21763,1
19631,21763,1
21763,25071,1
10182,19631,1
10182,25071,1
19631,25071,1
16862,26668,1
10102,26668,1
16199,27945,1
16199,17424,1
6226,16199,1
24137,31545,2
11979,31545,1
12213,31545,4
11979,24137,1
11580,24137,3
12213,24137,1
11580,11979,1
11979,12213,1
5073,33323,1
1895,33323,1
17144,33323,1
9402,33323,1
1895,5073,1
5073,17144,1
5073,9402,1
1895,17144,1
1895,9402,1
9402,17144,1
19674,24312,3
15720,24312,4
7124,19674,2
15720,19674,3
1921,19674,3
12504,33424,2
13854,17718,1
13854,27523,1
13854,26704,1
13854,17414,1
17718,27523,1
17718,26704,1
17414,17718,1
26704,27523,1
17414,27523,1
17414,26704,1
20713,26637,2
16823,20713,2
20713,33811,1
2766,20713,2
16823,26637,2
26637,33811,1
2766,26637,2
16823,33811,1
2766,16823,2
2766,33811,1
9136,28824,1
9136,10274,1
9136,32032,1
9136,11786,1
10274,28824,1
28824,32032,1
11786,28824,1
10274,32032,1
10274,11786,1
11786,32032,1
17025,22829,1
7521,17025,1
17025,33195,1
17025,29501,1
7521,22829,1
22829,33195,1
22829,29501,1
7521,33195,1
7521,29501,1
29501,33195,2
15525,16367,1
16367,33524,1
12213,16367,1
10160,16367,1
15525,33524,1
12213,15525,1
10160,15525,1
12213,33524,1
10160,33524,8
6764,10693,2
6764,10432,1
6764,11580,2
3391,6764,3
10432,10693,1
3391,10693,2
10432,11580,1
3391,10432,1
3391,11580,2
22951,34803,1
24979,34803,1
13898,34803,1
10164,34803,1
6526,12213,2
11036,12213,1
6526,31545,2
11036,31545,1
6526,11036,1
6526,11580,2
11036,11580,1
29478,31545,2
7798,31545,1
10160,31545,2
7798,29478,1
10160,29478,1
11580,29478,2
7798,10160,1
7798,11580,1
15928,32604,2
15928,18113,2
2674,15928,2
15928,36474,2
18113,32604,2
2674,32604,2
32604,36474,2
2674,18113,2
2674,36474,2
6378,21910,2
21910,33681,3
11255,21910,2
6378,33681,1
6378,11255,1
6378,9009,3
11255,33681,1
9009,11255,2
5254,25047,1
13059,25047,1
9200,25047,1
25047,26576,2
5254,13059,1
5254,9200,1
5254,26576,1
9200,13059,1
13059,26576,1
9200,26576,1
27002,29747,1
23784,27002,1
7602,29747,1
7602,23784,1
23784,29747,1
10080,29747,1
10080,23784,1
19376,20551,1
12213,30020,1
25629,30020,1
10160,30020,1
11580,30020,1
12213,25629,1
10160,25629,1
11580,25629,1
640,16857,1
640,28929,1
640,14976,1
640,24832,1
16857,28929,3
14976,28929,3
24832,28929,3
1357,34554,2
34554,36566,2
26053,34554,3
16932,34554,2
1357,36566,2
1357,26053,2
26053,36566,2
16932,36566,2
16932,26053,2
10201,34562,1
10201,21949,1
10201,11206,1
10201,29917,1
21949,34562,1
11206,34562,1
29917,34562,1
11206,21949,1
21949,29917,1
11206,29917,1
13028,28409,1
12795,28409,1
13028,14514,1
12795,14514,1
12795,13028,1
11814,13028,1
11814,12795,1
15118,27874,1
2271,27874,1
11377,27874,1
2271,15118,1
11377,15118,1
2271,11377,1
23584,32971,2
6764,23584,1
3212,23584,1
17844,23584,3
6764,32971,1
3212,32971,1
17844,32971,2
3212,6764,1
6764,17844,1
3212,17844,1
7602,25261,1
12885,25261,2
10080,25261,1
7602,12885,1
7602,10019,1
10080,12885,1
10019,12885,2
10019,10080,1
5378,22845,1
5378,9002,1
5378,5664,1
9002,22845,1
5664,22845,1
22845,35997,1
5664,9002,1
9002,35997,1
5664,35997,1
13870,27949,1
13870,29223,1
2448,13870,1
13343,13870,1
27949,29223,1
2448,27949,1
2448,29223,1
13343,29223,2
2448,13343,1
31545,33504,1
24137,33504,1
32086,33504,1
11580,33504,1
24137,32086,1
12213,18498,2
12213,27848,1
12213,34152,1
18498,27848,1
18498,34152,1
10160,18498,3
27848,34152,1
10160,27848,1
10160,34152,1
21075,22544,1
9449,22544,1
20747,22544,1
7280,22544,2
9449,21075,1
20747,21075,1
7280,21075,1
9449,20747,1
7280,9449,1
7124,26557,1
26557,28280,1
6733,26557,3
938,26557,2
7124,28280,1
6733,7124,1
938,7124,1
6733,28280,1
938,28280,1
938,6733,3
5905,26608,1
5905,21012,1
5905,29438,1
4677,5905,3
21012,26608,1
26608,29438,1
4677,26608,1
21012,29438,1
4677,21012,1
4677,29438,1
1414,27302,1
16775,27302,1
27302,33331,1
27302,30956,1
1414,16775,1
1414,33331,1
1414,30956,1
16775,33331,1
16775,30956,1
30956,33331,1
2454,23203,1
2454,12071,1
7464,23203,1
7464,12071,10
8173,35299,2
8173,10100,1
8173,34046,1
8173,18864,3
10100,35299,2
34046,35299,1
18864,35299,3
10100,34046,1
18864,34046,1
9740,15089,1
15089,32816,1
15089,18596,1
9740,32816,1
9740,18596,1
9740,20116,1
18596,32816,1
20116,32816,1
18596,20116,1
18665,30135,1
12794,30135,2
9295,30135,2
26539,30135,2
27373,33710,1
27373,32042,1
17399,27373,1
23784,27373,1
32042,33710,1
17399,33710,2
17399,32042,1
17399,23784,2
13317,15513,2
8649,13317,1
10516,13317,2
10516,15513,2
8649,10516,1
983,10516,2
24877,33133,1
24877,26837,1
13243,24877,1
24877,34023,1
26837,33133,1
13243,33133,1
33133,34023,1
13243,26837,1
26837,34023,1
13243,34023,1
13807,27276,1
27276,35029,1
26337,27276,1
20476,27276,1
13807,35029,1
13807,26337,1
13807,20476,2
26337,35029,1
20476,26337,1
9062,24567,1
2614,9062,1
2783,24567,1
2614,24567,1
6098,24567,1
2614,2783,1
2614,6098,1
10657,13352,1
13352,18042,1
13352,26124,1
13352,30348,1
10657,18042,1
10657,26124,1
10657,30348,1
18042,26124,3
18042,30348,6
26124,30348,3
21171,35484,1
3495,21171,1
18206,21171,1
10100,21171,2
7354,23391,2
20211,23391,1
7354,20211,1
7354,24244,2
7354,28934,2
20211,24244,2
20211,28934,1
17387,30087,1
8501,17387,1
1008,17387,1
17387,25210,1
8501,30087,1
1008,30087,1
25210,30087,1
1008,8501,1
8501,25210,2
1008,25210,1
21934,22348,1
21934,29504,1
339,21934,1
4902,21934,1
22348,29504,1
339,22348,1
4902,22348,1
339,29504,1
4902,29504,1
339,4902,1
29861,35159,1
13000,29861,1
20627,29861,1
6418,29861,3
13000,35159,1
6418,35159,1
13000,20627,1
6418,13000,3
6418,20627,1
20122,24233,1
1863,24233,1
24233,25264,4
24233,27130,4
1863,20122,1
20122,25264,1
20122,27130,1
171,7671,1
171,22018,1
171,6417,1
171,23471,1
7671,22018,1
6417,7671,1
7671,23471,1
6417,22018,1
22018,23471,1
6417,23471,2
10690,28222,1
28222,35088,1
13818,28222,1
10538,28222,1
10690,35088,1
10690,13818,1
10538,10690,1
13818,35088,1
10538,35088,1
10538,13818,1
19370,24896,1
14514,19370,1
11814,19370,1
14514,24896,1
24896,28934,1
11814,24896,1
14514,28934,2
11814,28934,2
24345,25741,1
12880,25741,1
5079,25741,1
4677,25741,1
12880,24345,1
5079,24345,3
4677,24345,1
5079,12880,1
4677,12880,1
4677,5079,7
7266,22074,1
3089,22074,2
15728,22074,1
3089,7266,1
7266,15728,1
7266,19717,1
3089,15728,1
3089,19717,2
15728,19717,1
22902,34940,1
6634,34940,1
29668,34940,1
34241,34940,1
6634,22902,1
22902,29668,1
22902,34241,1
6634,29668,1
6634,34241,1
29668,34241,1
23380,30094,1
939,23380,1
10050,23380,1
23380,28446,1
939,30094,1
10050,30094,1
28446,30094,1
939,10050,1
939,28446,1
10050,28446,4
20657,26566,2
2489,20657,2
12504,20657,1
20657,33577,2
2489,26566,2
12504,26566,1
26566,33577,2
2489,12504,2
2489,33577,5
12504,33577,3
17512,20455,1
7874,17512,1
13534,17512,1
11377,17512,1
7874,20455,1
13534,20455,1
11377,20455,1
7874,13534,1
7874,11377,1
11377,13534,1
2799,6459,2
2799,34195,2
2799,9288,2
2799,23270,2
6459,34195,2
6459,9288,2
6459,23270,2
9288,34195,2
23270,34195,2
9288,23270,2
19334,26622,1
6524,19334,1
8336,19334,1
9422,19334,1
6524,26622,2
8336,26622,1
9422,26622,3
6524,8336,1
6524,9422,2
8336,9422,8
7665,15026,1
2824,7665,1
7665,13678,1
7665,11377,1
2824,15026,1
13678,15026,1
11377,15026,1
2824,13678,1
2824,11377,1
11377,13678,2
6455,7567,2
7567,34857,1
7567,9880,2
7567,30956,2
6455,34857,1
6455,9880,3
9880,34857,1
30956,34857,1
9880,30956,5
23197,28165,1
28165,33102,1
28165,36681,3
3391,28165,7
23197,33102,1
23197,36681,1
3391,23197,1
33102,36681,1
3391,33102,1
3391,36681,3
6146,33424,1
6146,13999,1
6146,33577,1
6146,12504,1
13999,33424,1
33424,33577,1
13999,33577,1
12504,13999,1
4007,4533,1
4533,25724,1
4533,16501,1
4533,11003,1
4007,25724,1
4007,16501,1
4007,11003,1
16501,25724,1
11003,25724,1
11003,16501,1
4259,4607,1
4607,21577,1
4607,18864,4
4607,20466,4
4259,21577,2
4259,18864,2
4259,20466,2
18864,21577,3
20466,21577,4
6455,26471,1
7567,26471,1
9880,26471,1
26471,30956,1
4426,18600,1
4426,12872,1
4426,11280,1
4426,22997,1
12872,18600,1
11280,12872,1
12872,22997,1
1316,21959,2
1316,26658,1
1316,24137,1
1316,11580,4
21959,26658,1
21959,24137,1
24137,26658,1
11580,26658,1
1921,30936,1
1921,3409,1
1921,19253,1
15720,30936,1
3409,15720,1
15720,19253,1
3409,30936,1
19253,30936,1
3409,19253,1
15513,32084,1
10516,32084,1
18950,34917,2
18950,31144,2
18950,26628,2
11136,18950,1
19843,34917,1
18950,19843,1
19843,26628,1
10724,34348,2
1103,10724,2
7990,10724,2
10724,23966,2
1103,34348,2
7990,34348,2
23966,34348,2
1103,7990,2
1103,23966,4
7990,23966,3
32128,34244,1
6045,34244,1
17214,32128,1
6045,17214,1
17214,21465,1
6045,32128,1
21465,32128,1
6045,21465,1
1272,5052,1
1272,29619,1
5052,29619,2
6444,30912,1
3787,30912,1
3787,6444,1
6444,27782,1
6444,6446,1
3787,27782,1
3787,6446,1
9512,22576,1
20597,27356,1
18100,20597,2
15523,27356,1
15523,18100,1
18100,27356,1
9642,27356,1
9642,18100,2
4607,20222,2
3681,20222,3
18864,20222,3
20222,20466,3
3681,4607,2
3681,18864,3
3681,20466,3
9164,30103,1
9164,26264,1
26264,30103,1
5128,31372,2
31372,35844,2
24281,31372,2
2634,31372,2
5128,35844,2
5128,24281,2
2634,5128,2
24281,35844,2
2634,35844,2
2634,24281,2
1528,18592,1
1528,29418,1
1528,17967,1
1528,35984,1
18592,29418,1
17967,18592,1
18592,35984,1
17967,29418,1
29418,35984,1
17967,35984,1
22653,24625,1
24625,24735,1
24625,26107,1
24625,25968,1
22653,24735,1
22653,26107,1
22653,25968,1
24735,26107,1
24735,25968,1
25968,26107,1
4736,18102,1
4736,24332,1
4736,35921,1
18102,24332,1
18102,35921,1
24332,35921,1
6550,33765,1
1168,6550,1
6550,6628,2
6745,31545,1
6526,6745,1
6745,11580,1
6745,12213,3
12126,21843,1
7420,12126,1
7420,21843,1
12715,36170,1
11341,36170,1
10160,36170,1
28182,36170,1
11341,12715,1
10160,12715,1
12715,28182,1
10160,11341,1
11341,28182,1
