source,target,peso
8817,27736,2
17769,24274,1
16598,17769,1
8430,17769,1
10850,17769,1
16598,24274,1
8430,24274,1
10850,24274,1
8430,16598,1
10850,16598,1
8430,10850,1
7361,15380,1
11635,15380,1
15380,24163,2
15380,35573,4
7361,11635,1
7361,24163,1
7361,35573,1
11635,24163,1
11635,35573,1
24163,35573,3
18210,24191,3
1763,3084,1
1763,9672,1
1763,30985,1
1763,32312,1
3084,9672,1
3084,30985,1
3084,32312,1
9672,30985,1
9672,32312,1
30985,32312,1
2560,32174,1
32174,36625,3
9295,32174,1
24656,32174,2
2560,36625,1
2560,9295,9
2560,24656,1
9295,36625,1
9295,24656,1
24034,25745,1
24034,24099,1
24034,25642,1
24099,25745,1
25642,25745,1
24099,25642,1
25294,25633,1
25294,27755,1
25294,28792,1
25633,27755,1
25633,28792,1
27755,28792,5
19951,31912,4
18006,31912,1
26920,31912,1
18006,19951,1
19951,26920,2
18006,26920,1
8197,32922,1
3923,8197,1
5669,8197,1
8197,8953,1
3923,32922,1
5669,32922,1
8953,32922,1
3923,5669,1
3923,8953,1
5669,8953,1
6150,25129,2
6150,8587,2
6150,8970,2
6150,11778,2
8587,25129,2
8970,25129,2
11778,25129,3
8587,8970,2
8587,11778,2
8970,11778,2
87,31158,1
3522,31158,1
19011,31158,1
87,3522,1
87,19011,1
3522,19011,1
19348,27524,1
27524,33369,1
19348,33369,1
14429,27846,2
5523,14429,1
3842,14429,2
7484,14429,3
5523,27846,1
3842,27846,1
7484,27846,5
3842,5523,1
5523,7484,9
3842,7484,3
5831,21220,2
5831,26874,2
5831,22323,1
5831,13223,2
21220,22323,1
13223,21220,4
22323,26874,2
13223,26874,5
13223,22323,1
7954,11903,2
3862,11903,2
11903,34016,4
3862,7954,1
7954,34016,6
3862,34016,3
17288,23387,1
18192,23387,1
17288,18192,1
6499,15502,3
15502,25720,1
15502,34301,1
15502,27452,1
6499,25720,1
6499,34301,1
6499,27452,1
25720,34301,1
25720,27452,1
27452,34301,1
14485,34063,2
28044,34063,2
4334,22985,1
22985,35599,1
4334,35599,2
18355,31824,1
15057,31824,1
980,31824,1
15057,18355,1
980,18355,11
980,15057,4
1162,8396,1
1162,4140,1
4140,8396,1
8396,8521,1
5806,8396,1
4140,8521,1
4140,5806,1
17371,21215,1
5986,21215,1
5986,17371,1
16729,22343,1
16729,27486,1
22343,27486,2
1703,22819,1
1703,12823,1
1703,17001,1
1703,6783,1
12823,22819,1
17001,22819,1
6783,22819,1
12823,17001,1
6783,12823,1
6783,17001,1
7175,27111,1
1445,27111,1
10838,27111,1
1445,7175,1
7175,10838,1
1445,10838,1
3769,6707,1
3769,18527,1
3769,35187,1
3769,26572,1
6707,18527,1
6707,35187,1
6707,26572,1
18527,35187,1
18527,26572,1
26572,35187,1
23865,30681,1
30681,31467,4
23865,31467,1
13507,30183,6
976,4293,2
4293,6846,4
4293,6195,2
4293,4805,4
976,6846,3
976,6195,2
976,4805,2
6195,6846,3
4805,6846,5
4805,6195,2
8626,25448,2
7802,25448,3
7802,8626,2
22296,34510,1
4182,34510,1
29553,34510,1
29084,34510,1
4182,22296,1
22296,29553,1
22296,29084,1
4182,29553,1
4182,29084,1
29084,29553,1
19986,32109,1
19986,29028,1
19986,28423,1
19986,36472,1
29028,32109,1
28423,32109,1
32109,36472,1
28423,29028,1
29028,36472,1
28423,36472,1
11776,27095,4
11776,16227,3
6016,11776,3
11776,23519,1
16227,27095,4
6016,27095,3
23519,27095,1
6016,16227,3
16227,23519,1
6016,23519,1
1993,14379,1
1993,17098,1
1993,5805,6
8101,14379,1
8101,17098,1
5805,8101,1
14379,17098,1
5805,14379,1
5805,17098,4
10880,28208,1
10880,21105,1
10880,14697,1
4622,10880,1
21105,28208,1
14697,28208,1
4622,28208,1
14697,21105,1
4622,21105,1
4622,14697,1
19377,25378,1
25378,34602,1
19377,29181,3
29181,34602,1
19377,34602,1
32542,32667,1
25953,32667,1
32667,33088,1
6488,32667,1
25953,32542,1
32542,33088,1
6488,32542,1
25953,33088,1
6488,25953,1
6488,33088,1
3694,16815,2
3694,35930,1
3694,24689,1
3694,24163,2
16815,35930,1
16815,24689,1
16815,24163,3
24689,35930,1
24163,35930,1
24163,24689,1
2192,29772,1
2192,22241,1
2192,7688,1
2192,34961,1
22241,29772,1
7688,29772,5
29772,34961,1
7688,22241,3
22241,34961,1
7688,34961,1
11113,26126,1
20634,26126,1
512,26126,5
7976,26126,9
11113,20634,1
512,11113,1
7976,11113,1
512,20634,1
7976,20634,1
512,7976,5
91,18796,1
5460,9479,1
5460,6254,1
5460,13589,1
5460,12428,1
6254,9479,1
9479,13589,1
9479,12428,1
6254,13589,2
6254,12428,2
12428,13589,3
8014,21562,2
8014,23246,1
13589,21562,1
13589,20524,2
13589,23246,1
20524,21562,1
21562,23246,1
20524,23246,1
7763,14485,1
8309,14524,1
12502,14524,1
5024,14524,1
3285,14524,1
8309,12502,1
5024,8309,1
3285,8309,2
5024,12502,1
3285,12502,1
3285,5024,1
16815,29181,4
29181,34212,3
29181,35871,2
16815,34212,1
16815,35871,1
34212,35871,1
24163,34212,1
24163,35871,2
22254,25939,1
5509,25939,2
7473,25939,1
21370,25939,1
5509,22254,2
7473,22254,2
21370,22254,1
5509,7473,2
5509,21370,1
7473,21370,1
25993,28406,1
13967,25993,1
14259,25993,1
1919,25993,1
13967,28406,1
14259,28406,1
1919,28406,1
13967,14259,2
1919,13967,1
1919,14259,2
27572,32421,1
24200,32421,2
14741,27572,1
14741,24200,2
24200,27572,1
24957,27572,1
24200,24957,2
7560,15899,1
7447,15899,2
7447,7560,2
9057,22744,3
25340,27476,4
21957,25340,1
18719,25340,3
25340,30671,2
21957,27476,1
18719,27476,3
27476,30671,1
18719,21957,1
21957,30671,1
18719,30671,1
26248,31132,3
4215,24911,1
4215,34506,1
24911,34506,1
26895,30885,5
7800,36459,1
22851,36459,1
26895,36459,2
7800,22851,1
7800,26895,1
22851,26895,1
10820,24156,5
10820,20847,6
20847,24156,6
12007,35340,1
17609,35340,3
8785,35340,3
10910,35340,3
12007,17609,2
8785,12007,1
10910,12007,2
8785,17609,3
10910,17609,9
8785,10910,3
12418,30387,1
1131,7400,1
5831,7400,1
7400,21220,1
7400,26874,1
1131,5831,1
5872,16489,1
7863,16489,1
5872,7863,6
6579,13056,2
6579,18186,1
6579,29146,2
6579,13262,2
13056,18186,1
13056,29146,2
13056,13262,6
18186,29146,1
13262,18186,1
13262,29146,2
3949,30325,2
17953,30325,1
29290,30325,2
3949,17953,1
3949,29290,5
17953,29290,1
7734,30590,2
1343,30590,3
13511,30590,3
7734,13511,2
1343,13511,6
14041,31123,3
31123,32117,1
13685,31123,3
14041,32117,1
13685,14041,3
13685,32117,1
28829,30145,2
11188,30145,1
13223,30145,1
11188,28829,1
13223,28829,1
26874,28829,2
11188,13223,1
11188,26874,1
15006,25389,1
9831,14016,1
8301,9831,1
63,9831,1
8301,14016,1
63,14016,1
63,8301,3
13739,22744,2
22744,34593,1
17993,22744,3
13739,34593,1
13739,17993,2
17993,34593,1
8521,32638,1
8506,24813,2
8506,15264,1
8506,19293,1
8506,24336,1
15264,24813,1
19293,24813,1
24336,24813,1
15264,19293,1
15264,24336,1
19293,24336,1
5190,15432,2
5190,27435,2
3794,5190,1
15432,27435,2
3794,15432,1
15432,35026,2
3794,27435,1
27435,35026,2
3794,35026,1
574,29625,1
574,6364,1
574,2062,2
574,25206,2
6364,29625,1
2062,29625,1
25206,29625,1
2062,6364,1
6364,25206,1
2062,25206,2
9009,27749,2
9009,28025,2
9009,23110,2
26387,27749,1
26387,28025,1
23110,26387,1
27749,28025,2
23110,27749,2
23110,28025,2
1618,9426,2
9426,24321,1
9426,27457,2
268,9426,1
1618,24321,1
1618,27457,2
268,1618,1
24321,27457,1
268,24321,1
268,27457,1
11561,16799,1
16799,20593,1
16799,28282,1
14203,16799,1
11561,20593,1
11561,28282,1
11561,14203,1
20593,28282,1
14203,20593,1
14203,28282,1
7791,14965,1
14965,23850,2
14965,28798,2
14965,17342,2
7791,23850,1
7791,28798,1
7791,17342,1
23850,28798,3
17342,23850,2
17342,28798,2
7961,16709,4
16709,29547,4
7961,29547,4
12776,14838,1
14838,32249,1
12776,32249,2
6127,19932,1
19932,35299,1
2667,19932,1
19932,33473,1
6127,35299,1
2667,6127,1
6127,33473,1
2667,35299,1
33473,35299,1
2667,33473,1
14269,28739,1
14269,14549,1
14269,24354,1
1343,14269,3
14549,28739,1
24354,28739,2
1343,28739,2
14549,24354,1
1343,14549,1
1343,24354,2
10314,14485,2
10314,10826,2
10826,14485,4
12800,15349,1
14322,15349,1
7700,12800,1
3677,12800,1
12800,14322,1
7700,14322,1
3677,14322,1
11702,14259,1
11702,13967,1
1507,11702,1
11702,15069,1
1507,14259,1
14259,15069,1
1507,13967,1
13967,15069,1
1507,15069,1
9440,33307,1
9440,13218,3
13218,33307,1
23657,33790,1
13990,33790,1
25228,33790,2
13990,23657,4
23657,25228,5
13990,25228,3
9728,17571,1
10606,17571,1
16580,17571,1
15564,17571,1
9728,10606,1
9728,16580,1
9728,15564,1
10606,16580,1
10606,15564,1
15564,16580,1
5190,12730,1
12730,35026,1
9579,11388,1
9579,15078,1
6295,9579,1
9579,18768,1
11388,15078,1
6295,11388,1
11388,18768,1
6295,15078,1
15078,18768,1
6295,18768,1
18334,25703,1
11035,18334,1
18334,22491,1
11261,18334,1
11035,25703,1
22491,25703,1
11261,25703,1
11035,22491,1
11035,11261,1
11261,22491,1
11457,36298,1
5402,11457,2
10122,11457,1
11457,33175,1
5402,36298,1
10122,36298,1
33175,36298,1
5402,10122,1
5402,33175,1
10122,33175,1
15251,22054,1
15251,26272,1
22054,26272,4
4477,16991,1
4477,34892,1
4477,14480,1
16991,34892,1
14480,34892,3
15596,15982,2
8033,15982,2
8033,15596,3
4387,12148,1
12148,22127,1
12148,16652,1
12148,31920,1
4387,22127,1
4387,16652,1
4387,31920,3
16652,22127,3
22127,31920,1
16652,31920,1
11331,13097,1
13097,34124,2
13097,35062,2
13097,29722,1
11331,34124,1
11331,35062,1
11331,29722,1
34124,35062,2
29722,34124,1
29722,35062,1
15155,29763,1
15155,27335,1
15155,29523,1
15155,19748,1
27335,29763,1
29523,29763,1
19748,29763,1
27335,29523,1
19748,27335,1
19748,29523,1
23186,30068,2
28546,34578,1
23716,28546,1
2610,28546,5
23716,34578,1
2610,34578,1
2610,23716,1
24339,31851,1
22343,31851,1
27486,31851,3
22343,24339,1
24339,27486,3
7211,35151,1
11711,35151,1
26361,35151,1
35151,36022,2
7211,11711,1
7211,26361,1
7211,36022,1
11711,26361,1
11711,36022,1
26361,36022,1
3288,22054,3
3288,26272,3
3288,11585,1
3288,6030,3
11585,22054,1
6030,22054,3
11585,26272,1
6030,26272,3
6030,11585,1
20857,24064,1
7642,24064,1
24064,34711,1
7642,20857,1
20857,34711,1
7642,34711,1
16589,30100,3
4753,30100,1
14856,30100,1
27366,30100,4
4753,16589,2
14856,16589,2
16589,27366,5
4753,14856,2
4753,27366,2
14856,27366,3
16856,19763,1
16856,36245,1
14076,16856,1
16856,20721,1
19763,36245,1
14076,19763,1
19763,20721,1
14076,36245,1
20721,36245,1
14076,20721,1
6971,24336,1
6971,25643,1
5535,6971,1
6971,24377,1
24336,25643,2
5535,24336,1
24336,24377,3
5535,25643,1
24377,25643,1
5535,24377,1
12993,34128,1
12993,34643,1
1102,12993,1
17434,34128,1
34128,34643,1
1102,34128,1
17434,34643,1
1102,17434,1
1102,34643,1
14744,24478,1
7017,24478,1
7017,14744,1
6772,14744,1
14744,15868,1
6772,7017,1
7017,15868,1
11196,12742,1
11196,32234,1
11196,22314,1
4770,11196,2
12742,32234,1
12742,22314,1
4770,12742,1
22314,32234,1
4770,32234,1
4770,22314,1
15276,31144,1
31144,34917,3
31144,36458,1
26628,31144,3
15276,34917,1
15276,36458,1
15276,26628,2
34917,36458,1
26628,34917,4
26628,36458,1
4236,25208,1
4236,30434,1
3057,4236,1
4236,33344,1
25208,30434,1
3057,25208,1
25208,33344,2
3057,30434,1
30434,33344,1
3057,33344,1
16705,19746,2
16705,30916,2
16705,21269,2
19746,30916,2
19746,21269,2
21269,30916,4
10797,15839,2
15839,36117,2
15839,27366,1
13474,15839,2
10797,36117,2
10797,27366,1
10797,13474,2
27366,36117,1
13474,36117,2
13474,27366,1
32473,35655,4
17239,35655,1
24083,35655,7
20868,35655,3
17239,32473,1
24083,32473,4
20868,32473,2
17239,24083,1
17239,20868,1
20868,24083,4
8116,8224,1
8116,20088,1
8116,22025,1
8116,30124,1
8224,20088,1
8224,22025,1
8224,30124,1
20088,22025,1
20088,30124,1
22025,30124,1
10698,29620,1
10698,14789,1
10698,30807,1
10698,29749,1
14789,29620,1
29620,30807,1
29620,29749,1
14789,30807,1
14789,29749,1
29749,30807,1
23892,28254,1
6668,28254,1
28254,32576,1
21385,28254,1
6668,23892,1
23892,32576,1
21385,23892,1
6668,32576,1
6668,21385,1
21385,32576,1
16310,20177,1
7477,16310,1
7117,16310,1
16310,18203,1
7477,20177,1
7117,20177,1
18203,20177,1
7117,7477,1
7477,18203,1
7117,18203,1
6484,14729,1
6484,30927,1
6484,7013,1
6484,36179,2
14729,30927,1
7013,14729,1
14729,36179,1
7013,30927,1
30927,36179,1
7013,36179,1
15596,29963,1
8033,29963,1
15982,29963,1
13165,26536,1
10940,26536,1
10940,13165,1
15349,27312,1
8380,27312,1
3677,27312,1
7700,27312,1
8380,15349,2
3677,8380,6
7700,8380,6
13557,34265,1
13557,31527,3
31527,34265,1
8809,30263,1
8809,26047,6
26047,30263,1
15465,16049,1
15465,17508,1
15465,31527,1
16049,17508,1
16049,31527,1
17508,31527,1
53,20201,1
1807,20201,1
53,1807,1
4173,28230,1
4173,22666,1
4173,33762,1
22666,28230,3
28230,33762,2
22666,33762,1
20114,22491,1
13589,20620,1
5605,13589,1
13589,30490,1
5605,20620,1
8014,20620,1
20620,30490,1
5605,8014,1
5605,30490,1
8014,30490,1
832,35389,1
5361,35389,3
5169,35389,1
4180,35389,1
832,5361,1
832,5169,1
832,4180,1
5169,5361,1
4180,5361,1
4180,5169,1
28783,36644,1
28783,31624,1
2790,28783,1
31624,36644,1
2790,36644,1
30910,36644,1
2790,31624,1
30910,31624,1
2790,30910,5
11737,28675,2
9332,28675,1
23544,28675,1
21391,28675,2
9332,11737,1
11737,23544,1
11737,21391,2
9332,23544,1
9332,21391,1
21391,23544,1
10217,21658,1
10217,30387,1
21658,30387,1
19272,36139,1
19272,21984,1
10436,19272,1
5172,19272,1
21984,36139,1
10436,36139,1
5172,36139,1
10436,21984,1
5172,21984,1
5172,10436,1
2553,26709,1
23424,26709,4
2553,23424,1
1915,14227,1
14227,32324,1
1915,32324,1
648,26685,1
3059,26685,1
7896,26685,1
2972,26685,2
648,3059,1
648,7896,1
648,2972,1
3059,7896,1
2972,3059,1
2972,7896,1
13745,26070,1
2646,13745,1
6237,13745,4
13745,27582,5
2646,26070,1
6237,26070,1
26070,27582,1
2646,6237,1
2646,27582,3
6237,27582,9
23424,28471,3
8421,25874,2
5668,8421,2
31117,33002,3
27767,31117,2
3337,31117,2
31117,34190,1
27767,33002,4
3337,33002,4
33002,34190,1
3337,27767,11
27767,34190,1
3337,34190,1
28423,35112,2
27774,28423,5
25654,28423,1
19929,28423,1
27774,35112,2
25654,35112,2
19929,35112,1
25654,27774,1
19929,27774,1
19929,25654,1
10049,32124,1
5523,32124,1
32124,36304,3
28308,32124,3
5523,10049,5
10049,36304,1
10049,28308,1
5523,36304,1
5523,28308,1
28308,36304,13
1533,10514,1
1533,20721,1
1533,33002,3
10514,20721,4
10514,33002,1
20721,33002,1
26190,35940,1
5892,35940,1
8767,35940,1
7447,35940,2
5892,26190,1
8767,26190,1
7447,26190,1
5892,8767,1
5892,7447,1
7447,8767,4
7857,17930,3
748,7857,1
7857,28177,1
7857,14984,4
748,17930,1
17930,28177,1
14984,17930,3
748,28177,1
748,14984,1
14984,28177,1
20404,36609,1
24919,29959,2
24919,28721,2
28721,29959,2
7586,19887,1
7586,35584,1
19887,35584,7
4205,14877,1
4205,18731,1
4205,18594,3
4205,13453,2
14877,18731,1
14877,18594,1
13453,14877,3
18594,18731,1
13453,18731,1
13453,18594,2
9204,13310,1
13310,32913,1
13310,17811,1
845,13310,1
9204,32913,1
9204,17811,1
845,9204,1
17811,32913,1
845,32913,1
845,17811,1
7447,29999,4
7447,33409,1
7447,7861,5
15899,29999,1
29999,33409,1
7861,29999,1
15899,33409,1
7861,15899,1
7861,33409,1
948,23699,1
23699,36326,1
22121,23699,2
21219,23699,2
948,36326,1
948,22121,1
948,21219,1
22121,36326,1
21219,36326,1
21219,22121,2
4263,24974,1
5519,24974,1
24974,27838,1
4263,5519,1
4263,27838,1
4263,11470,1
5519,27838,1
5519,11470,1
11470,27838,1
8837,14275,1
8837,26352,1
8837,25389,2
1012,8837,1
14275,26352,1
14275,25389,1
1012,14275,1
25389,26352,1
1012,26352,1
1012,25389,1
7708,28634,1
28634,34954,1
5006,28634,1
2972,28634,1
7708,34954,1
5006,7708,1
2972,7708,1
5006,34954,1
2972,34954,1
2972,5006,1
17214,27527,4
27527,31711,4
24336,27527,1
12113,27527,4
17214,31711,4
17214,24336,1
12113,17214,4
24336,31711,1
12113,31711,4
12113,24336,1
7035,13433,1
3777,7035,1
7035,29571,1
7035,29687,1
3777,13433,1
13433,29571,1
13433,29687,1
3777,29571,1
3777,29687,1
29571,29687,1
23066,26325,1
6104,23066,1
14736,23066,1
14366,23066,1
6104,26325,1
14736,26325,2
14366,26325,1
6104,14736,1
6104,14366,1
14366,14736,1
9101,10207,1
33406,35599,1
33406,34244,1
2418,33406,2
15755,33406,2
34244,35599,3
2418,35599,1
15755,35599,2
2418,34244,1
15755,34244,2
2418,15755,2
18844,20478,1
5805,20478,4
20478,30911,4
5805,18844,3
18844,30911,1
5805,30911,9
2386,30921,2
9027,30921,1
30921,35683,2
2386,9027,1
2386,35683,1
9027,35683,1
4764,8689,2
8689,27780,1
8689,13218,1
3784,8689,1
4764,27780,1
4764,13218,1
3784,4764,2
13218,27780,1
3784,27780,1
3784,13218,1
9759,14961,1
2725,14961,1
14961,24428,1
2725,9759,1
9759,24428,1
2725,24428,4
23162,25183,1
10077,25183,1
10077,23162,1
15948,16599,1
15948,18129,1
5838,15948,1
16599,18129,1
5838,16599,1
5838,18129,1
25180,26047,1
4810,26047,1
5970,26047,6
16328,26047,1
4810,25180,1
5970,25180,1
16328,25180,1
4810,5970,1
4810,16328,1
5970,16328,1
9275,18707,1
3949,9275,1
9275,29290,1
3949,18707,3
18707,29290,1
63,136,1
136,1343,2
21053,31312,1
428,21053,1
21053,32101,1
428,31312,3
31312,32101,1
428,32101,1
4783,33793,3
4783,24828,3
4783,30445,2
11110,28546,2
17135,28546,2
11110,17135,2
2610,11110,2
2610,17135,2
7816,25337,2
10182,25337,1
16917,25337,2
7816,10182,1
7816,16917,3
10182,16917,1
12392,36473,1
12392,31127,4
3027,12392,1
12392,22343,4
31127,36473,1
3027,36473,1
22343,36473,1
3027,31127,1
22343,31127,15
3027,22343,1
4766,13672,1
13672,22851,1
4766,22851,1
20868,31686,12
20263,34500,3
10268,30570,1
477,30570,1
30536,30570,1
30570,34338,1
477,10268,1
10268,30536,1
10268,34338,1
477,30536,1
477,34338,1
30536,34338,1
5066,9182,2
5066,34613,2
5066,25005,1
5066,15925,2
9182,34613,2
9182,25005,1
9182,15925,2
25005,34613,1
15925,34613,2
15925,25005,1
11304,14600,1
14600,35699,1
12656,14600,1
14600,26258,1
11304,35699,1
11304,12656,1
11304,26258,1
12656,35699,1
26258,35699,1
12656,26258,1
16649,19542,2
16649,32450,3
5805,16649,3
16649,31906,3
19542,32450,2
5805,19542,2
19542,31906,2
5805,32450,3
31906,32450,3
5805,31906,14
23873,34350,1
4075,30493,1
4075,12794,1
4075,9295,1
4075,11176,1
12794,30493,1
9295,30493,1
11176,30493,1
9295,12794,11
11176,12794,1
9295,11176,1
2626,33954,1
2626,35455,1
2626,13040,2
2626,20266,2
33954,35455,1
13040,33954,1
20266,33954,1
13040,35455,1
20266,35455,1
13040,20266,5
2758,20308,1
2758,4780,1
2758,35645,1
2758,22921,1
4780,20308,1
20308,35645,1
20308,22921,1
4780,35645,1
4780,22921,1
22921,35645,1
19980,21676,1
14711,19980,1
19980,35677,2
12199,19980,1
14711,21676,2
21676,35677,1
12199,21676,1
14711,35677,2
12199,14711,1
12199,35677,1
1606,13159,2
1606,9013,1
1606,26643,1
9013,13159,2
13159,26643,2
9013,26643,3
754,2175,2
754,28172,1
754,35534,1
754,35409,2
2175,28172,1
2175,35534,2
2175,35409,3
28172,35534,1
28172,35409,1
35409,35534,2
27579,31767,1
31767,33418,1
28708,31767,1
3867,31767,1
27579,33418,1
27579,28708,1
3867,27579,1
28708,33418,2
3867,33418,1
3867,28708,1
7833,34009,1
24378,34009,1
20702,34009,1
34009,34298,1
7833,24378,1
7833,20702,1
7833,34298,1
20702,24378,1
24378,34298,1
20702,34298,1
4054,14041,1
14041,32561,1
4054,31123,1
31123,32561,1
4054,32561,1
4054,13685,1
13685,32561,1
32174,35781,1
7147,32174,1
7147,35781,2
35781,36625,1
7147,36625,1
6747,36134,1
118,6747,2
4775,6747,2
6747,27289,4
118,36134,1
4775,36134,1
27289,36134,1
118,4775,2
118,27289,7
4775,27289,3
17765,18907,1
13882,17765,1
17765,31920,1
13882,18907,1
18907,31920,1
18907,29749,1
13882,31920,1
13882,29749,1
29749,31920,1
22193,33610,1
5356,22193,1
8986,22193,1
10704,22193,2
5356,33610,1
8986,33610,1
10704,33610,1
5356,8986,1
5356,10704,1
8986,10704,1
25813,35250,3
16662,25813,1
25813,35875,2
25813,27872,2
16662,35250,1
35250,35875,3
27872,35250,2
16662,35875,1
16662,27872,1
27872,35875,2
7303,7688,7
7303,19421,2
7688,19421,7
9406,29509,1
29509,32511,1
19207,29509,2
16006,29509,1
9406,32511,3
9406,19207,3
9406,16006,3
19207,32511,3
16006,32511,3
16006,19207,3
9407,14666,1
9407,13667,1
9407,30774,1
9407,26450,1
13667,14666,1
14666,30774,1
14666,26450,1
13667,30774,1
13667,26450,1
26450,30774,1
34020,35026,2
2143,23420,1
6072,23420,1
7952,23420,1
2143,6072,7
2143,7952,3
6072,7952,1
225,3717,1
225,16324,1
225,20868,1
225,31686,1
3717,16324,1
3717,20868,2
3717,31686,1
16324,20868,3
16324,31686,3
7172,13379,2
1343,5610,2
11272,29544,1
11272,12012,1
11272,15361,1
11272,29587,1
12012,29544,1
15361,29544,1
29544,29587,1
12012,15361,1
12012,29587,1
15361,29587,1
13420,14875,1
14875,15439,1
2993,14875,1
14875,25653,2
13420,15439,1
2993,13420,1
13420,25653,1
2993,15439,1
15439,25653,1
2993,25653,2
6338,28375,2
6338,30096,1
6338,25130,2
6338,9148,5
28375,30096,3
25130,28375,4
9148,28375,1
25130,30096,3
9148,30096,1
9148,25130,1
22323,28829,1
22323,30145,1
7821,20318,2
7821,18655,2
18655,20318,2
800,20125,1
800,18347,1
800,9773,1
800,27486,1
18347,20125,2
9773,20125,1
20125,27486,2
9773,18347,7
18347,27486,9
9773,27486,12
5872,30284,1
26874,30284,1
5872,26874,3
1043,5067,1
5067,33870,1
5067,24687,1
5067,8445,2
1043,33870,1
1043,24687,1
1043,8445,1
24687,33870,1
8445,33870,1
8445,24687,3
2291,25325,2
2291,23465,1
2291,12950,2
23465,25325,1
12950,25325,3
12950,23465,1
14940,26459,1
18994,26459,1
9938,26459,1
26459,34345,1
14940,18994,1
9938,14940,1
14940,34345,1
9938,18994,1
18994,34345,1
9938,34345,1
12029,19709,1
1089,12029,2
12029,14057,2
12029,15993,1
1089,19709,1
14057,19709,1
15993,19709,2
1089,14057,2
1089,15993,1
14057,15993,2
4764,33434,2
4764,7088,2
8689,33434,1
7088,8689,1
7088,33434,2
13325,30567,1
329,13325,1
30567,31203,1
329,31203,1
1744,30567,1
329,30567,1
329,1744,1
6671,27755,2
6671,28792,1
846,6671,1
846,27755,3
846,28792,4
8794,11837,2
8794,12503,2
4760,8794,2
11837,12503,2
4760,11837,2
4760,12503,5
2973,3697,2
3697,18302,1
3697,27030,2
3697,30947,2
2973,18302,1
2973,27030,3
2973,30947,6
18302,27030,1
18302,30947,1
27030,30947,5
7299,25916,1
1961,7299,1
205,7299,1
1961,25916,1
205,25916,1
25916,26572,1
14257,20978,1
14257,34780,1
14257,27539,1
14257,35728,1
20978,34780,1
20978,27539,1
20978,35728,1
27539,34780,10
34780,35728,1
27539,35728,1
15136,28832,2
15136,24051,1
15136,21694,2
15136,15147,2
24051,28832,1
21694,28832,3
15147,28832,4
2890,27895,1
2890,33126,1
2890,3526,1
2890,19837,1
27895,33126,1
3526,27895,1
19837,27895,1
3526,33126,1
19837,33126,1
3526,19837,1
14138,29722,1
5609,14138,1
14138,23250,1
5456,14138,4
5609,29722,3
23250,29722,3
5456,29722,2
5609,23250,4
5456,5609,4
5456,23250,3
17475,22918,1
9247,22918,1
15147,22918,1
22918,24119,1
9247,17475,1
15147,17475,2
17475,24119,1
9247,24119,1
15147,24119,1
10143,23002,2
23002,32439,2
23002,35223,1
14885,23002,1
10143,32439,2
10143,35223,1
10143,14885,1
32439,35223,1
14885,32439,1
