Source,Target,Type,Id,Label,timeset,Weight,year
"Ullón, R.H.","Maya, R.D.",Undirected,1192,,,1,2016
"Ullón, R.H.","Romero, J.A.",Undirected,1193,,,1,2016
"Maya, R.D.","Romero, J.A.",Undirected,1194,,,1,2016
"Quiñonez, Y.","Luzardo, G.",Undirected,1202,,,1,2016
"Quiñonez, Y.","Granda, R.",Undirected,1203,,,1,2016
"Luzardo, G.","Granda, R.",Undirected,1204,,,1,2016
"Sanga, B.R.","Villavicencio, A.M.",Undirected,1205,,,1,2016
"Sanga, B.R.","Padilla, V.S.",Undirected,1206,,,1,2016
"Sanga, B.R.","Alvia, S.V.",Undirected,1207,,,1,2016
"Sanga, B.R.","Ponguillo, R.A.",Undirected,1208,,,1,2016
"Villavicencio, A.M.","Padilla, V.S.",Undirected,1209,,,1,2016
"Villavicencio, A.M.","Alvia, S.V.",Undirected,1210,,,1,2016
"Villavicencio, A.M.","Ponguillo, R.A.",Undirected,1211,,,1,2016
"Padilla, V.S.","Alvia, S.V.",Undirected,1212,,,1,2016
"Alvia, S.V.","Ponguillo, R.A.",Undirected,1213,,,1,2016
"Ponguillo, R.A.","Medina, C.V.",Undirected,1214,,,1,2016
"Jadan, H.I.V.","Vera, C.R.M.",Undirected,1215,,,1,2016
"Jadan, H.I.V.","Intriago, R.P.",Undirected,1216,,,1,2016
"Jadan, H.I.V.","Padilla, V.S.",Undirected,1217,,,1,2016
"Vera, C.R.M.","Intriago, R.P.",Undirected,1218,,,1,2016
"Vera, C.R.M.","Padilla, V.S.",Undirected,1219,,,1,2016
"Intriago, R.P.","Padilla, V.S.",Undirected,1220,,,1,2016
"Cadena, A.","Ponguillo, R.",Undirected,1221,,,1,2016
"Salgado, W.G.","Padilla, V.S.",Undirected,1222,,,1,2016
"Salgado, W.G.","Hidalgo, J.I.",Undirected,1223,,,1,2016
"Salgado, W.G.","Aguilar, P.A.",Undirected,1224,,,1,2016
"Padilla, V.S.","Hidalgo, J.I.",Undirected,1225,,,1,2016
"Padilla, V.S.","Aguilar, P.A.",Undirected,1226,,,1,2016
"Hidalgo, J.I.","Aguilar, P.A.",Undirected,1227,,,1,2016
"Echeverría, V.","Domínguez, F.",Undirected,1228,,,2,2015
"Echeverría, V.","Chiluiza, K.",Undirected,1229,,,4,2015
"Domínguez, F.","Chiluiza, K.",Undirected,1230,,,2,2015
"Wong-Villacres, M.","Granda, R.",Undirected,1231,,,1,2016
"Wong-Villacres, M.","Garcia, K.C.",Undirected,1232,,,1,2016
"Barzola, V.E.","Granda, R.",Undirected,1233,,,1,2016
"Barzola, V.E.","Garcia, K.C.",Undirected,1234,,,1,2016
"Granda, R.","Garcia, K.C.",Undirected,1235,,,1,2016
"Ochoa, D.","Cevallos, J.",Undirected,1236,,,1,2016
"Ochoa, D.","Vargas, G.",Undirected,1237,,,1,2016
"Cevallos, J.","Vargas, G.",Undirected,1238,,,1,2016
"Cevallos, J.","Castro, R.",Undirected,1239,,,1,2016
"Cevallos, J.","Bayona, O.",Undirected,1240,,,1,2016
"Vargas, G.","Castro, R.",Undirected,1241,,,1,2016
"Vargas, G.","Bayona, O.",Undirected,1242,,,1,2016
"Wong-Villacrés, M.","Granda, R.",Undirected,1245,,,1,2016
"Wong-Villacrés, M.","Ortiz, M.",Undirected,1246,,,1,2016
"Wong-Villacrés, M.","Chiluiza, K.",Undirected,1247,,,2,2015
"Granda, R.","Ortiz, M.",Undirected,1248,,,1,2016
"Ortiz, M.","Chiluiza, K.",Undirected,1249,,,2,2015
"Sen, R.","Quercia, D.",Undirected,1251,,,1,2016
"Sen, R.","Ruiz, C.V.",Undirected,1252,,,1,2016
"Sen, R.","Gummadi, K.P.",Undirected,1253,,,1,2016
"Quercia, D.","Ruiz, C.V.",Undirected,1254,,,1,2016
"Quercia, D.","Gummadi, K.P.",Undirected,1255,,,1,2016
"Ruiz, C.V.","Gummadi, K.P.",Undirected,1256,,,1,2016
"Poujol, J.","Aguilera, C.A.",Undirected,1268,,,1,2016
"Poujol, J.","Danos, E.",Undirected,1269,,,1,2016
"Poujol, J.","Toledo, R.",Undirected,1270,,,1,2016
"Poujol, J.","Sappa, A.D.",Undirected,1271,,,1,2016
"Aguilera, C.A.","Danos, E.",Undirected,1272,,,1,2016
"Danos, E.","Toledo, R.",Undirected,1273,,,1,2016
"Danos, E.","Sappa, A.D.",Undirected,1274,,,1,2016
"Brusilovsky, P.","Sharples, M.",Undirected,1291,,,1,2016
"Brusilovsky, P.","Alves, G.R.",Undirected,1292,,,1,2016
"Brusilovsky, P.","Ternier, S.",Undirected,1293,,,1,2016
"Brusilovsky, P.","Verbert, K.",Undirected,1294,,,1,2016
"Sharples, M.","Alves, G.R.",Undirected,1295,,,1,2016
"Sharples, M.","Ternier, S.",Undirected,1296,,,1,2016
"Sharples, M.","Verbert, K.",Undirected,1297,,,1,2016
"Alves, G.R.","Ternier, S.",Undirected,1298,,,1,2016
"Alves, G.R.","Verbert, K.",Undirected,1299,,,1,2016
"Ternier, S.","Verbert, K.",Undirected,1300,,,1,2016
"Oliveira, M.","Seabra Lopes, L.",Undirected,1301,,,1,2015
"Oliveira, M.","Lim, G.H.",Undirected,1302,,,1,2015
"Oliveira, M.","Tome, A.M.",Undirected,1303,,,1,2015
"Seabra Lopes, L.","Lim, G.H.",Undirected,1304,,,1,2015
"Seabra Lopes, L.","Sappa, A.D.",Undirected,1305,,,1,2015
"Seabra Lopes, L.","Tome, A.M.",Undirected,1306,,,1,2015
"Lim, G.H.","Sappa, A.D.",Undirected,1307,,,1,2015
"Lim, G.H.","Tome, A.M.",Undirected,1308,,,1,2015
"Sappa, A.D.","Tome, A.M.",Undirected,1309,,,1,2015
"Wong-Villacres, M.","Ortiz, M.",Undirected,1323,,,1,2015
"Wong-Villacres, M.","Echeverria, V.",Undirected,1324,,,1,2015
"Ortiz, M.","Echeverria, V.",Undirected,1325,,,1,2015
"Echeverría, V.","Ochoa, X.",Undirected,1326,,,1,2015
"Worsley, M.","Chiluiza, K.",Undirected,1327,,,1,2015
"Worsley, M.","Grafsgaard, J.F.",Undirected,1328,,,1,2015
"Chiluiza, K.","Grafsgaard, J.F.",Undirected,1329,,,1,2015
"Grafsgaard, J.F.","Ochoa, X.",Undirected,1330,,,1,2015
"Munoz, J.A.","Calero, V.",Undirected,1331,,,1,2015
"Munoz, J.A.","Marin, I.",Undirected,1332,,,1,2015
"Munoz, J.A.","Chavez, P.",Undirected,1333,,,1,2015
"Munoz, J.A.","Perez, R.",Undirected,1334,,,1,2015
"Calero, V.","Marin, I.",Undirected,1335,,,1,2015
"Calero, V.","Chavez, P.",Undirected,1336,,,1,2015
"Calero, V.","Perez, R.",Undirected,1337,,,1,2015
"Marin, I.","Chavez, P.",Undirected,1338,,,1,2015
"Marin, I.","Perez, R.",Undirected,1339,,,1,2015
"Chavez, P.","Perez, R.",Undirected,1340,,,1,2015
"Echeverría, V.","Guamán, B.",Undirected,1354,,,1,2015
"Granda, R.X.","Echeverría, V.",Undirected,1355,,,1,2015
"Granda, R.X.","Chiluiza, K.",Undirected,1356,,,1,2015
"Granda, R.X.","Wong-Villacrés, M.",Undirected,1357,,,1,2015
"Echeverría, V.","Wong-Villacrés, M.",Undirected,1358,,,1,2015
"Cajo, R.","Agila, W.",Undirected,1359,,,1,2015
"Realpe, M.","Vintimilla, B.",Undirected,1375,,,1,2015
"Vintimilla, B.","Vlacic, L.",Undirected,1376,,,1,2015
"Duval, E.","Verbert, K.",Undirected,1383,,,2,2015
"Duval, E.","Klerkx, J.",Undirected,1384,,,2,2015
"Duval, E.","Ochoa, X.",Undirected,1385,,,2,2015
"Duval, E.","Parra, D.",Undirected,1386,,,2,2015
"Verbert, K.","Klerkx, J.",Undirected,1387,,,2,2015
"Verbert, K.","Parra, D.",Undirected,1388,,,2,2015
"Klerkx, J.","Ochoa, X.",Undirected,1389,,,2,2015
"Klerkx, J.","Parra, D.",Undirected,1390,,,2,2015
"Ochoa, X.","Parra, D.",Undirected,1391,,,2,2015
"Monsalve, C.","Ullón, R.",Undirected,1392,,,1,2015
"Monsalve, C.","Maya, R.",Undirected,1393,,,1,2015
"Monsalve, C.","Romero, J.",Undirected,1394,,,1,2015
"Ullón, R.","Maya, R.",Undirected,1395,,,1,2015
"Ullón, R.","Romero, J.",Undirected,1396,,,1,2015
"Maya, R.","Romero, J.",Undirected,1397,,,1,2015
"Vásquez, A.","Peláez, E.",Undirected,1398,,,1,2015
"Vásquez, A.","Ochoa, X.",Undirected,1399,,,1,2015
"Monsalve, C.","Abran, A.",Undirected,1401,,,1,2015
"April, A.","Abran, A.",Undirected,1402,,,1,2015
"Villavicencio, M.","Abran, A.",Undirected,1403,,,1,2015
"Marin-Garcia, I.","Chavez-Burbano, P.",Undirected,1404,,,1,2015
"Marin-Garcia, I.","Muñoz-Arcentles, A.",Undirected,1405,,,1,2015
"Marin-Garcia, I.","Calero-Bravo, V.",Undirected,1406,,,1,2015
"Chavez-Burbano, P.","Muñoz-Arcentles, A.",Undirected,1407,,,1,2015
"Chavez-Burbano, P.","Calero-Bravo, V.",Undirected,1408,,,1,2015
"Muñoz-Arcentles, A.","Calero-Bravo, V.",Undirected,1409,,,1,2015
"Muñoz-Arcentles, A.","Perez-Jimenez, R.",Undirected,1410,,,1,2015
"Calero-Bravo, V.","Perez-Jimenez, R.",Undirected,1411,,,1,2015
"Romero, D.G.","Frizera, A.",Undirected,1415,,,1,2015
"Romero, D.G.","Bastos, T.F.",Undirected,1416,,,1,2015
"Frizera, A.","Sappa, A.D.",Undirected,1417,,,1,2015
"Frizera, A.","Vintimilla, B.X.",Undirected,1418,,,1,2015
"Frizera, A.","Bastos, T.F.",Undirected,1419,,,1,2015
"Sappa, A.D.","Bastos, T.F.",Undirected,1420,,,1,2015
"Vintimilla, B.X.","Bastos, T.F.",Undirected,1421,,,1,2015
"Vaca, C.","Quercia, D.",Undirected,1422,,,1,2015
"Vaca, C.","Bonchi, F.",Undirected,1423,,,1,2015
"Vaca, C.","Fraternali, P.",Undirected,1424,,,1,2015
"Quercia, D.","Bonchi, F.",Undirected,1425,,,1,2015
"Quercia, D.","Fraternali, P.",Undirected,1426,,,1,2015
"Bonchi, F.","Fraternali, P.",Undirected,1427,,,1,2015
"Monsalve, C.","Puyosa, H.",Undirected,1428,,,1,2015
"Monsalve, C.","Terán, L.",Undirected,1429,,,1,2015
"Puyosa, H.","Terán, L.",Undirected,1430,,,1,2015
"Hekler, E.B.","Adams, M.A.",Undirected,1561,,,1,2018
"Hekler, E.B.","Buman, M.P.",Undirected,1562,,,2,2018
"Rivera, D.E.","Adams, M.A.",Undirected,1563,,,1,2018
"Rivera, D.E.","Buman, M.P.",Undirected,1564,,,1,2018
"Martin, C.A.","Adams, M.A.",Undirected,1565,,,1,2018
"Martin, C.A.","Buman, M.P.",Undirected,1566,,,2,2018
"Adams, M.A.","Buman, M.P.",Undirected,1567,,,1,2018
"Korinek, E.V.","Phatak, S.S.",Undirected,1627,,,1,2018
"Korinek, E.V.","Martin, C.A.",Undirected,1628,,,1,2018
"Korinek, E.V.","Buman, M.P.",Undirected,1629,,,1,2018
"Korinek, E.V.","Hekler, E.B.",Undirected,1630,,,1,2018
"Phatak, S.S.","Martin, C.A.",Undirected,1631,,,1,2018
"Phatak, S.S.","Buman, M.P.",Undirected,1632,,,1,2018
